InputFile,Vertices,Edges,Alpha,Greedy  Search Value,Average Random  Search Value,Average Semi_Greedy  Search Value,Average Local Iteration Count,Average Local  Search Value,Grasp Iteration Count,Best Grasp Value,Best Known Upper Bound
G43,1000,9990,0,6359,4994,6172,348,6399,1000,6501,7027
G43,1000,9990,0.1,6359,4985,6187,341,6400,20,6451,7027
G43,1000,9990,0.1,6359,4989,6182,347,6403,50,6477,7027
G43,1000,9990,0.1,6359,4989,6179,346,6399,100,6465,7027
G43,1000,9990,0.1,6359,4996,6186,346,6403,500,6531,7027
G43,1000,9990,0.1,6359,4994,6185,346,6401,1000,6514,7027
G43,1000,9990,0.2,6359,5011,6201,334,6405,20,6490,7027
G43,1000,9990,0.2,6359,4988,6204,338,6398,50,6485,7027
G43,1000,9990,0.2,6359,4994,6198,342,6403,100,6491,7027
G43,1000,9990,0.2,6359,4996,6203,343,6404,500,6514,7027
G43,1000,9990,0.2,6359,4993,6202,343,6404,1000,6497,7027
G43,1000,9990,0.3,6359,4990,6242,334,6407,20,6460,7027
G43,1000,9990,0.3,6359,4985,6245,333,6409,50,6474,7027
G43,1000,9990,0.3,6359,4992,6244,334,6410,100,6473,7027
G43,1000,9990,0.3,6359,4994,6245,335,6410,500,6498,7027
G43,1000,9990,0.3,6359,4995,6248,334,6410,1000,6522,7027
G43,1000,9990,0.4,6359,5019,6294,313,6415,20,6506,7027
G43,1000,9990,0.4,6359,4993,6281,319,6408,50,6473,7027
G43,1000,9990,0.4,6359,4986,6290,325,6413,100,6502,7027
G43,1000,9990,0.4,6359,4996,6287,326,6415,500,6524,7027
G43,1000,9990,0.4,6359,4996,6287,325,6415,1000,6517,7027
G43,1000,9990,0.5,6359,4997,6314,310,6420,20,6482,7027
G43,1000,9990,0.5,6359,4996,6309,319,6422,50,6498,7027
G43,1000,9990,0.5,6359,4998,6321,317,6417,100,6515,7027
G43,1000,9990,0.5,6359,4994,6317,319,6418,500,6514,7027
G43,1000,9990,0.5,6359,4994,6316,322,6420,1000,6530,7027
G43,1000,9990,0.6,6359,4991,6342,311,6429,20,6503,7027
G43,1000,9990,0.6,6359,4989,6341,315,6427,50,6509,7027
G43,1000,9990,0.6,6359,4993,6349,317,6428,100,6506,7027
G43,1000,9990,0.6,6359,4997,6342,317,6425,500,6529,7027
G43,1000,9990,0.6,6359,4996,6345,316,6425,1000,6522,7027
G43,1000,9990,0.7,6359,4985,6367,308,6427,20,6503,7027
G43,1000,9990,0.7,6359,4996,6362,309,6426,50,6518,7027
G43,1000,9990,0.7,6359,4995,6366,311,6430,100,6530,7027
G43,1000,9990,0.7,6359,4993,6363,313,6429,500,6520,7027
G43,1000,9990,0.7,6359,4996,6362,312,6427,1000,6543,7027
G43,1000,9990,0.8,6359,4992,6370,299,6426,20,6494,7027
G43,1000,9990,0.8,6359,5001,6374,310,6432,50,6525,7027
G43,1000,9990,0.8,6359,5007,6370,309,6429,100,6519,7027
G43,1000,9990,0.8,6359,4994,6373,311,6431,500,6540,7027
G43,1000,9990,0.8,6359,4999,6373,311,6430,1000,6534,7027
G43,1000,9990,0.9,6359,4982,6392,306,6435,20,6495,7027
G43,1000,9990,0.9,6359,5006,6384,305,6432,50,6510,7027
G43,1000,9990,0.9,6359,5003,6385,306,6431,100,6535,7027
G43,1000,9990,0.9,6359,4991,6385,308,6431,500,6535,7027
G43,1000,9990,0.9,6359,4994,6385,308,6432,1000,6561,7027
G43,1000,9990,1,6359,4989,6381,295,6420,20,6482,7027
G43,1000,9990,1,6359,5007,6387,305,6434,50,6504,7027
G43,1000,9990,1,6359,4996,6384,309,6434,100,6520,7027
G43,1000,9990,1,6359,4991,6384,309,6433,500,6551,7027
G43,1000,9990,1,6359,4997,6385,309,6433,1000,6541,7027
G44,1000,9990,0,6367,4995,6172,338,6400,20,6467,7022
G44,1000,9990,0,6367,5004,6173,338,6392,50,6475,7022
G44,1000,9990,0,6367,5006,6169,343,6396,100,6480,7022
G44,1000,9990,0,6367,4994,6169,344,6396,500,6500,7022
G44,1000,9990,0,6367,4995,6169,345,6397,1000,6489,7022
G44,1000,9990,0.1,6367,5016,6189,332,6400,20,6464,7022
G44,1000,9990,0.1,6367,4995,6182,335,6394,50,6457,7022
G44,1000,9990,0.1,6367,4997,6185,340,6399,100,6480,7022
G44,1000,9990,0.1,6367,4993,6183,342,6399,500,6490,7022
G44,1000,9990,0.1,6367,4994,6184,343,6399,1000,6527,7022
G44,1000,9990,0.2,6367,4988,6200,331,6400,20,6475,7022
G44,1000,9990,0.2,6367,4994,6194,340,6403,50,6473,7022
G44,1000,9990,0.2,6367,4990,6200,341,6401,100,6473,7022
G44,1000,9990,0.2,6367,4999,6198,339,6402,500,6498,7022
G44,1000,9990,0.2,6367,4995,6201,339,6401,1000,6497,7022
G44,1000,9990,0.3,6367,5006,6252,318,6405,20,6489,7022
G44,1000,9990,0.3,6367,4996,6246,325,6406,50,6476,7022
G44,1000,9990,0.3,6367,4998,6244,332,6409,100,6487,7022
G44,1000,9990,0.3,6367,4999,6246,328,6406,500,6487,7022
G44,1000,9990,0.3,6367,4992,6245,332,6408,1000,6497,7022
G44,1000,9990,0.4,6367,4998,6274,315,6410,20,6467,7022
G44,1000,9990,0.4,6367,5001,6283,321,6416,50,6487,7022
G44,1000,9990,0.4,6367,5000,6282,322,6413,100,6514,7022
G44,1000,9990,0.4,6367,4994,6283,324,6412,500,6509,7022
G44,1000,9990,0.4,6367,4993,6285,323,6413,1000,6506,7022
G44,1000,9990,0.5,6367,4995,6314,310,6417,20,6471,7022
G44,1000,9990,0.5,6367,4983,6317,315,6419,50,6478,7022
G44,1000,9990,0.5,6367,5004,6311,314,6415,100,6508,7022
G44,1000,9990,0.5,6367,4997,6312,319,6417,500,6508,7022
G44,1000,9990,0.5,6367,4994,6314,318,6418,1000,6505,7022
G44,1000,9990,0.6,6367,5019,6345,299,6420,20,6494,7022
G44,1000,9990,0.6,6367,5004,6339,313,6422,50,6504,7022
G44,1000,9990,0.6,6367,4994,6341,313,6426,100,6531,7022
G44,1000,9990,0.6,6367,4997,6341,312,6422,500,6539,7022
G44,1000,9990,0.6,6367,4995,6340,313,6423,1000,6527,7022
G44,1000,9990,0.7,6367,5001,6366,297,6426,20,6495,7022
G44,1000,9990,0.7,6367,4994,6362,311,6429,50,6509,7022
G44,1000,9990,0.7,6367,4994,6363,307,6426,100,6535,7022
G44,1000,9990,0.7,6367,4995,6361,310,6428,500,6537,7022
G44,1000,9990,0.7,6367,4997,6358,310,6425,1000,6532,7022
G44,1000,9990,0.8,6367,4980,6373,303,6429,20,6490,7022
G44,1000,9990,0.8,6367,4990,6374,302,6426,50,6506,7022
G44,1000,9990,0.8,6367,4996,6376,304,6430,100,6518,7022
G44,1000,9990,0.8,6367,4995,6372,308,6428,500,6525,7022
G44,1000,9990,0.8,6367,4997,6371,308,6428,1000,6545,7022
G44,1000,9990,0.9,6367,4998,6384,297,6424,20,6500,7022
G44,1000,9990,0.9,6367,4994,6384,306,6433,50,6512,7022
G44,1000,9990,0.9,6367,4996,6383,305,6430,100,6513,7022
G44,1000,9990,0.9,6367,4991,6383,306,6430,500,6539,7022
G44,1000,9990,0.9,6367,4993,6382,306,6430,1000,6535,7022
G44,1000,9990,1,6367,4985,6381,298,6424,20,6498,7022
G44,1000,9990,1,6367,4980,6377,307,6428,50,6510,7022
G44,1000,9990,1,6367,4995,6383,306,6429,100,6509,7022
G44,1000,9990,1,6367,4994,6382,306,6430,500,6517,7022
G44,1000,9990,1,6367,4992,6384,306,6431,1000,6535,7022
G45,1000,9990,0,6417,4979,6169,340,6389,20,6442,7020
G45,1000,9990,0,6417,4991,6173,340,6393,50,6466,7020
G45,1000,9990,0,6417,4993,6172,340,6394,100,6469,7020
G45,1000,9990,0,6417,4995,6174,343,6394,500,6511,7020
G45,1000,9990,0,6417,4996,6168,344,6394,1000,6504,7020
G45,1000,9990,0.1,6417,4985,6178,334,6394,20,6448,7020
G45,1000,9990,0.1,6417,4991,6184,335,6396,50,6486,7020
G45,1000,9990,0.1,6417,4990,6180,341,6397,100,6486,7020
G45,1000,9990,0.1,6417,4997,6184,341,6398,500,6483,7020
G45,1000,9990,0.1,6417,4995,6184,342,6398,1000,6493,7020
G45,1000,9990,0.2,6417,4983,6204,331,6400,20,6480,7020
G45,1000,9990,0.2,6417,4992,6201,334,6398,50,6474,7020
G45,1000,9990,0.2,6417,4985,6199,341,6401,100,6491,7020
G45,1000,9990,0.2,6417,4994,6200,338,6399,500,6480,7020
G45,1000,9990,0.2,6417,4995,6199,338,6399,1000,6512,7020
G45,1000,9990,0.3,6417,4983,6243,324,6396,20,6457,7020
G45,1000,9990,0.3,6417,5000,6239,327,6402,50,6472,7020
G45,1000,9990,0.3,6417,4991,6245,330,6402,100,6485,7020
G45,1000,9990,0.3,6417,4994,6243,330,6405,500,6509,7020
G45,1000,9990,0.3,6417,4994,6242,331,6405,1000,6495,7020
G45,1000,9990,0.4,6417,4997,6282,318,6409,20,6493,7020
G45,1000,9990,0.4,6417,4995,6288,321,6414,50,6486,7020
G45,1000,9990,0.4,6417,4996,6282,319,6406,100,6490,7020
G45,1000,9990,0.4,6417,4993,6280,323,6411,500,6527,7020
G45,1000,9990,0.4,6417,4995,6282,323,6411,1000,6519,7020
G45,1000,9990,0.5,6417,4988,6314,316,6417,20,6494,7020
G45,1000,9990,0.5,6417,5002,6315,314,6416,50,6482,7020
G45,1000,9990,0.5,6417,5001,6313,314,6415,100,6507,7020
G45,1000,9990,0.5,6417,4992,6312,317,6415,500,6516,7020
G45,1000,9990,0.5,6417,4995,6312,317,6415,1000,6538,7020
G45,1000,9990,0.6,6417,4979,6341,310,6419,20,6498,7020
G45,1000,9990,0.6,6417,4996,6345,305,6416,50,6506,7020
G45,1000,9990,0.6,6417,4997,6340,311,6420,100,6504,7020
G45,1000,9990,0.6,6417,4991,6343,312,6420,500,6561,7020
G45,1000,9990,0.6,6417,4992,6342,313,6422,1000,6526,7020
G45,1000,9990,0.7,6417,4992,6364,310,6426,20,6489,7020
G45,1000,9990,0.7,6417,5001,6363,302,6422,50,6499,7020
G45,1000,9990,0.7,6417,4999,6359,307,6423,100,6516,7020
G45,1000,9990,0.7,6417,4993,6359,309,6425,500,6522,7020
G45,1000,9990,0.7,6417,4995,6363,309,6426,1000,6554,7020
G45,1000,9990,0.8,6417,4980,6367,304,6421,20,6499,7020
G45,1000,9990,0.8,6417,4985,6367,303,6423,50,6516,7020
G45,1000,9990,0.8,6417,4999,6373,303,6426,100,6515,7020
G45,1000,9990,0.8,6417,4994,6375,308,6428,500,6540,7020
G45,1000,9990,0.8,6417,4994,6374,307,6427,1000,6535,7020
G45,1000,9990,0.9,6417,4999,6379,296,6423,20,6525,7020
G45,1000,9990,0.9,6417,4992,6380,302,6427,50,6525,7020
G45,1000,9990,0.9,6417,4990,6382,305,6429,100,6532,7020
G45,1000,9990,0.9,6417,4991,6384,306,6429,500,6537,7020
G45,1000,9990,0.9,6417,4995,6383,306,6429,1000,6552,7020
G45,1000,9990,1,6417,4997,6385,299,6430,20,6503,7020
G45,1000,9990,1,6417,4996,6383,300,6427,50,6515,7020
G45,1000,9990,1,6417,4995,6385,302,6425,100,6523,7020
G45,1000,9990,1,6417,4997,6384,305,6429,500,6535,7020
G45,1000,9990,1,6417,4993,6385,305,6429,1000,6559,7020
G46,1000,9990,0,6389,4988,6168,332,6391,20,6447,
G46,1000,9990,0,6389,5010,6169,339,6398,50,6466,
G46,1000,9990,0,6389,4989,6165,343,6395,100,6459,
G46,1000,9990,0,6389,4995,6172,342,6397,500,6494,
G46,1000,9990,0,6389,4996,6171,343,6398,1000,6509,
G46,1000,9990,0.1,6389,5005,6184,328,6400,20,6457,
G46,1000,9990,0.1,6389,4991,6177,340,6398,50,6454,
G46,1000,9990,0.1,6389,4998,6183,339,6401,100,6485,
G46,1000,9990,0.1,6389,4995,6185,340,6400,500,6495,
G46,1000,9990,0.1,6389,4992,6185,341,6399,1000,6495,
G46,1000,9990,0.2,6389,5011,6185,328,6393,20,6456,
G46,1000,9990,0.2,6389,4994,6199,335,6404,50,6458,
G46,1000,9990,0.2,6389,4984,6203,336,6402,100,6481,
G46,1000,9990,0.2,6389,4993,6201,339,6402,500,6505,
G46,1000,9990,0.2,6389,4994,6201,337,6400,1000,6494,
G46,1000,9990,0.3,6389,5002,6255,317,6408,20,6472,
G46,1000,9990,0.3,6389,4989,6248,328,6408,50,6477,
G46,1000,9990,0.3,6389,4992,6242,328,6405,100,6485,
G46,1000,9990,0.3,6389,4996,6244,330,6409,500,6517,
G46,1000,9990,0.3,6389,4995,6245,329,6407,1000,6526,
G46,1000,9990,0.4,6389,4988,6296,308,6413,20,6471,
G46,1000,9990,0.4,6389,4997,6285,314,6409,50,6479,
G46,1000,9990,0.4,6389,4995,6282,320,6413,100,6483,
G46,1000,9990,0.4,6389,4996,6284,322,6414,500,6505,
G46,1000,9990,0.4,6389,4995,6286,321,6413,1000,6520,
G46,1000,9990,0.5,6389,4993,6313,304,6416,20,6471,
G46,1000,9990,0.5,6389,5009,6320,307,6416,50,6476,
G46,1000,9990,0.5,6389,4989,6318,313,6416,100,6525,
G46,1000,9990,0.5,6389,4993,6314,316,6418,500,6513,
G46,1000,9990,0.5,6389,4995,6318,316,6419,1000,6512,
G46,1000,9990,0.6,6389,4964,6340,309,6425,20,6486,
G46,1000,9990,0.6,6389,4990,6346,307,6422,50,6498,
G46,1000,9990,0.6,6389,4993,6344,311,6424,100,6504,
G46,1000,9990,0.6,6389,4994,6347,311,6425,500,6516,
G46,1000,9990,0.6,6389,4994,6344,312,6424,1000,6535,
G46,1000,9990,0.7,6389,5003,6363,297,6430,20,6501,
G46,1000,9990,0.7,6389,4986,6367,301,6428,50,6505,
G46,1000,9990,0.7,6389,4995,6364,308,6430,100,6527,
G46,1000,9990,0.7,6389,4995,6363,308,6426,500,6534,
G46,1000,9990,0.7,6389,4994,6364,309,6428,1000,6529,
G46,1000,9990,0.8,6389,4988,6381,298,6434,20,6543,
G46,1000,9990,0.8,6389,4994,6377,306,6429,50,6502,
G46,1000,9990,0.8,6389,4992,6377,305,6433,100,6519,
G46,1000,9990,0.8,6389,4998,6377,306,6430,500,6537,
G46,1000,9990,0.8,6389,4992,6378,306,6431,1000,6537,
G46,1000,9990,0.9,6389,4995,6388,298,6428,20,6517,
G46,1000,9990,0.9,6389,4993,6389,302,6434,50,6519,
G46,1000,9990,0.9,6389,4995,6388,305,6436,100,6510,
G46,1000,9990,0.9,6389,4991,6387,304,6431,500,6543,
G46,1000,9990,0.9,6389,4994,6386,304,6431,1000,6539,
G46,1000,9990,1,6389,4987,6387,296,6431,20,6500,
G46,1000,9990,1,6389,4993,6389,299,6431,50,6503,
G46,1000,9990,1,6389,4993,6389,302,6432,100,6515,
G46,1000,9990,1,6389,4995,6385,305,6431,500,6528,
G46,1000,9990,1,6389,4996,6387,303,6431,1000,6543,
G47,1000,9990,0,6398,4984,6181,349,6416,20,6478,
G47,1000,9990,0,6398,5012,6173,345,6405,50,6488,
G47,1000,9990,0,6398,4991,6176,349,6403,100,6483,
G47,1000,9990,0,6398,4994,6171,352,6404,500,6488,
G47,1000,9990,0,6398,4994,6172,352,6404,1000,6512,
G47,1000,9990,0.1,6398,4999,6194,338,6410,20,6508,
G47,1000,9990,0.1,6398,4993,6184,347,6405,50,6491,
G47,1000,9990,0.1,6398,4996,6191,346,6406,100,6483,
G47,1000,9990,0.1,6398,4997,6188,349,6406,500,6493,
G47,1000,9990,0.1,6398,4997,6186,350,6407,1000,6517,
G47,1000,9990,0.2,6398,5016,6196,336,6408,20,6476,
G47,1000,9990,0.2,6398,4988,6207,345,6408,50,6468,
G47,1000,9990,0.2,6398,4992,6196,343,6405,100,6499,
G47,1000,9990,0.2,6398,4993,6206,347,6411,500,6492,
G47,1000,9990,0.2,6398,4996,6203,346,6409,1000,6501,
G47,1000,9990,0.3,6398,5005,6233,328,6407,20,6474,
G47,1000,9990,0.3,6398,4997,6251,333,6414,50,6500,
G47,1000,9990,0.3,6398,4997,6249,336,6413,100,6508,
G47,1000,9990,0.3,6398,4991,6249,337,6414,500,6507,
G47,1000,9990,0.3,6398,4992,6248,338,6413,1000,6506,
G47,1000,9990,0.4,6398,4994,6282,321,6413,20,6473,
G47,1000,9990,0.4,6398,4991,6299,326,6426,50,6498,
G47,1000,9990,0.4,6398,4989,6286,330,6420,100,6503,
G47,1000,9990,0.4,6398,4994,6290,328,6418,500,6513,
G47,1000,9990,0.4,6398,4993,6289,330,6420,1000,6523,
G47,1000,9990,0.5,6398,4983,6332,314,6428,20,6490,
G47,1000,9990,0.5,6398,4988,6318,324,6427,50,6518,
G47,1000,9990,0.5,6398,4997,6316,321,6422,100,6495,
G47,1000,9990,0.5,6398,4994,6320,324,6424,500,6528,
G47,1000,9990,0.5,6398,4994,6320,324,6425,1000,6526,
G47,1000,9990,0.6,6398,4988,6352,311,6433,20,6489,
G47,1000,9990,0.6,6398,4993,6347,317,6434,50,6510,
G47,1000,9990,0.6,6398,4989,6351,319,6431,100,6535,
G47,1000,9990,0.6,6398,4994,6349,319,6429,500,6529,
G47,1000,9990,0.6,6398,4993,6349,320,6430,1000,6551,
G47,1000,9990,0.7,6398,5000,6366,310,6434,20,6520,
G47,1000,9990,0.7,6398,5003,6367,316,6434,50,6511,
G47,1000,9990,0.7,6398,4999,6368,312,6431,100,6527,
G47,1000,9990,0.7,6398,4996,6369,315,6433,500,6530,
G47,1000,9990,0.7,6398,4993,6367,317,6433,1000,6541,
G47,1000,9990,0.8,6398,4995,6380,306,6437,20,6505,
G47,1000,9990,0.8,6398,4995,6376,312,6432,50,6506,
G47,1000,9990,0.8,6398,4992,6382,314,6437,100,6523,
G47,1000,9990,0.8,6398,4994,6382,313,6435,500,6534,
G47,1000,9990,0.8,6398,4996,6380,313,6435,1000,6547,
G47,1000,9990,0.9,6398,4984,6386,305,6428,20,6510,
G47,1000,9990,0.9,6398,4986,6386,311,6436,50,6547,
G47,1000,9990,0.9,6398,5002,6385,311,6437,100,6517,
G47,1000,9990,0.9,6398,4991,6389,312,6437,500,6541,
G47,1000,9990,0.9,6398,4993,6389,311,6437,1000,6543,
G47,1000,9990,1,6398,4994,6389,304,6436,20,6502,
G47,1000,9990,1,6398,4983,6396,309,6440,50,6519,
G47,1000,9990,1,6398,4988,6389,313,6439,100,6525,
G47,1000,9990,1,6398,4998,6389,310,6436,500,6538,
G47,1000,9990,1,6398,4997,6389,312,6436,1000,6555,
G48,3000,6000,0,6000,2987,4898,444,5062,20,6000,6000
G48,3000,6000,0,6000,2997,4902,451,5057,50,6000,6000
G48,3000,6000,0,6000,2998,4900,455,5053,100,6000,6000
G48,3000,6000,0,6000,2997,4899,455,5045,500,6000,6000
G48,3000,6000,0,6000,3000,4899,455,5046,1000,6000,6000
G48,3000,6000,0.1,6000,3006,6000,405,5516,20,6000,6000
G48,3000,6000,0.1,6000,2999,6000,415,5513,50,6000,6000
G48,3000,6000,0.1,6000,3003,6000,413,5504,100,6000,6000
G48,3000,6000,0.1,6000,2998,6000,418,5508,500,6000,6000
G48,3000,6000,0.1,6000,3000,6000,417,5506,1000,6000,6000
G48,3000,6000,0.2,6000,2998,6000,408,5520,20,6000,6000
G48,3000,6000,0.2,6000,2996,6000,417,5514,50,6000,6000
G48,3000,6000,0.2,6000,3000,6000,416,5510,100,6000,6000
G48,3000,6000,0.2,6000,3001,6000,417,5506,500,6000,6000
G48,3000,6000,0.2,6000,2999,6000,418,5507,1000,6000,6000
G48,3000,6000,0.3,6000,2980,6000,410,5521,20,6000,6000
G48,3000,6000,0.3,6000,3001,6000,413,5511,50,6000,6000
G48,3000,6000,0.3,6000,3005,6000,414,5506,100,6000,6000
G48,3000,6000,0.3,6000,3001,6000,417,5506,500,6000,6000
G48,3000,6000,0.3,6000,2999,6000,418,5508,1000,6000,6000
G48,3000,6000,0.4,6000,3005,6000,407,5524,20,6000,6000
G48,3000,6000,0.4,6000,3001,6000,415,5516,50,6000,6000
G48,3000,6000,0.4,6000,2996,6000,417,5511,100,6000,6000
G48,3000,6000,0.4,6000,2998,6000,418,5506,500,6000,6000
G48,3000,6000,0.4,6000,2999,6000,418,5507,1000,6000,6000
G48,3000,6000,0.5,6000,2997,6000,406,5511,20,6000,6000
G48,3000,6000,0.5,6000,3004,6000,411,5507,50,6000,6000
G48,3000,6000,0.5,6000,3001,6000,415,5508,100,6000,6000
G48,3000,6000,0.5,6000,2999,6000,417,5507,500,6000,6000
G48,3000,6000,0.5,6000,3001,6000,417,5506,1000,6000,6000
G48,3000,6000,0.6,6000,3005,6000,409,5523,20,6000,6000
G48,3000,6000,0.6,6000,3004,6000,411,5508,50,6000,6000
G48,3000,6000,0.6,6000,2999,6000,415,5506,100,6000,6000
G48,3000,6000,0.6,6000,3000,6000,417,5506,500,6000,6000
G48,3000,6000,0.6,6000,2998,6000,418,5507,1000,6000,6000
G48,3000,6000,0.7,6000,3000,6000,406,5514,20,6000,6000
G48,3000,6000,0.7,6000,3003,6000,413,5511,50,6000,6000
G48,3000,6000,0.7,6000,2997,6000,418,5510,100,6000,6000
G48,3000,6000,0.7,6000,3002,6000,416,5504,500,6000,6000
G48,3000,6000,0.7,6000,2999,6000,418,5507,1000,6000,6000
G48,3000,6000,0.8,6000,2999,6000,408,5517,20,6000,6000
G48,3000,6000,0.8,6000,2996,6000,414,5511,50,6000,6000
G48,3000,6000,0.8,6000,3003,6000,415,5508,100,6000,6000
G48,3000,6000,0.8,6000,2996,6000,419,5508,500,6000,6000
G48,3000,6000,0.8,6000,3002,6000,418,5507,1000,6000,6000
G48,3000,6000,0.9,6000,2998,6000,407,5512,20,6000,6000
G48,3000,6000,0.9,6000,3006,6000,413,5509,50,6000,6000
G48,3000,6000,0.9,6000,3001,6000,415,5508,100,6000,6000
G48,3000,6000,0.9,6000,3001,6000,418,5508,500,6000,6000
G48,3000,6000,0.9,6000,2999,6000,417,5505,1000,6000,6000
G48,3000,6000,1,6000,2996,6000,407,5516,20,6000,6000
G48,3000,6000,1,6000,3002,6000,411,5504,50,6000,6000
G48,3000,6000,1,6000,2998,6000,415,5510,100,6000,6000
G48,3000,6000,1,6000,2998,6000,418,5508,500,6000,6000
G48,3000,6000,1,6000,3000,6000,417,5507,1000,6000,6000
G49,3000,6000,0,6000,3013,4888,439,5055,20,6000,6000
G49,3000,6000,0,6000,2998,4901,450,5052,50,6000,6000
G49,3000,6000,0,6000,3001,4895,452,5044,100,6000,6000
G49,3000,6000,0,6000,2998,4900,455,5046,500,6000,6000
G49,3000,6000,0,6000,2998,4901,455,5044,1000,6000,6000
G49,3000,6000,0.1,6000,3004,6000,406,5519,20,6000,6000
G49,3000,6000,0.1,6000,2989,6000,414,5509,50,6000,6000
G49,3000,6000,0.1,6000,2997,6000,416,5506,100,6000,6000
G49,3000,6000,0.1,6000,2998,6000,418,5508,500,6000,6000
G49,3000,6000,0.1,6000,3001,6000,417,5505,1000,6000,6000
G49,3000,6000,0.2,6000,2996,6000,410,5522,20,6000,6000
G49,3000,6000,0.2,6000,3001,6000,414,5513,50,6000,6000
G49,3000,6000,0.2,6000,2994,6000,417,5509,100,6000,6000
G49,3000,6000,0.2,6000,3001,6000,417,5506,500,6000,6000
G49,3000,6000,0.2,6000,2999,6000,418,5506,1000,6000,6000
G49,3000,6000,0.3,6000,3003,6000,404,5512,20,6000,6000
G49,3000,6000,0.3,6000,2991,6000,414,5510,50,6000,6000
G49,3000,6000,0.3,6000,2989,6000,418,5509,100,6000,6000
G49,3000,6000,0.3,6000,2999,6000,417,5504,500,6000,6000
G49,3000,6000,0.3,6000,3001,6000,416,5505,1000,6000,6000
G49,3000,6000,0.4,6000,2993,6000,408,5521,20,6000,6000
G49,3000,6000,0.4,6000,3012,6000,411,5507,50,6000,6000
G49,3000,6000,0.4,6000,3000,6000,416,5507,100,6000,6000
G49,3000,6000,0.4,6000,2999,6000,417,5506,500,6000,6000
G49,3000,6000,0.4,6000,2999,6000,417,5505,1000,6000,6000
G49,3000,6000,0.5,6000,2992,6000,410,5517,20,6000,6000
G49,3000,6000,0.5,6000,3002,6000,413,5511,50,6000,6000
G49,3000,6000,0.5,6000,2994,6000,419,5512,100,6000,6000
G49,3000,6000,0.5,6000,2999,6000,416,5504,500,6000,6000
G49,3000,6000,0.5,6000,3000,6000,417,5505,1000,6000,6000
G49,3000,6000,0.6,6000,2996,6000,410,5519,20,6000,6000
G49,3000,6000,0.6,6000,2994,6000,412,5508,50,6000,6000
G49,3000,6000,0.6,6000,3007,6000,412,5505,100,6000,6000
G49,3000,6000,0.6,6000,2998,6000,417,5506,500,6000,6000
G49,3000,6000,0.6,6000,2997,6000,418,5506,1000,6000,6000
G49,3000,6000,0.7,6000,2984,6000,410,5516,20,6000,6000
G49,3000,6000,0.7,6000,3008,6000,413,5510,50,6000,6000
G49,3000,6000,0.7,6000,3002,6000,413,5504,100,6000,6000
G49,3000,6000,0.7,6000,2999,6000,417,5506,500,6000,6000
G49,3000,6000,0.7,6000,3000,6000,417,5504,1000,6000,6000
G49,3000,6000,0.8,6000,3015,6000,404,5520,20,6000,6000
G49,3000,6000,0.8,6000,3008,6000,410,5508,50,6000,6000
G49,3000,6000,0.8,6000,3002,6000,416,5510,100,6000,6000
G49,3000,6000,0.8,6000,2997,6000,417,5505,500,6000,6000
G49,3000,6000,0.8,6000,2999,6000,417,5506,1000,6000,6000
G49,3000,6000,0.9,6000,3008,6000,405,5515,20,6000,6000
G49,3000,6000,0.9,6000,3003,6000,411,5507,50,6000,6000
G49,3000,6000,0.9,6000,2998,6000,416,5510,100,6000,6000
G49,3000,6000,0.9,6000,2999,6000,417,5506,500,6000,6000
G49,3000,6000,0.9,6000,2998,6000,418,5505,1000,6000,6000
G49,3000,6000,1,6000,3002,6000,407,5515,20,6000,6000
G49,3000,6000,1,6000,3004,6000,413,5516,50,6000,6000
G49,3000,6000,1,6000,2999,6000,415,5508,100,6000,6000
G49,3000,6000,1,6000,2999,6000,417,5504,500,6000,6000
G49,3000,6000,1,6000,2998,6000,417,5506,1000,6000,6000
G5,800,19176,0,11304,9602,11025,384,11374,20,11476,
G5,800,19176,0,11304,9578,11020,394,11373,50,11483,
G5,800,19176,0,11304,9591,11020,394,11369,100,11474,
G5,800,19176,0,11304,9586,11022,394,11369,500,11495,
G5,800,19176,0,11304,9587,11023,394,11370,1000,11531,
G5,800,19176,0.1,11304,9610,11048,376,11371,20,11462,
G5,800,19176,0.1,11304,9604,11028,385,11372,50,11472,
G5,800,19176,0.1,11304,9595,11019,393,11374,100,11511,
G5,800,19176,0.1,11304,9588,11029,394,11373,500,11503,
G5,800,19176,0.1,11304,9586,11027,393,11370,1000,11516,
G5,800,19176,0.2,11304,9583,11027,396,11371,20,11464,
G5,800,19176,0.2,11304,9591,11032,388,11370,50,11473,
G5,800,19176,0.2,11304,9590,11037,390,11371,100,11477,
G5,800,19176,0.2,11304,9591,11035,389,11369,500,11526,
G5,800,19176,0.2,11304,9590,11036,391,11371,1000,11516,
G5,800,19176,0.3,11304,9602,11053,372,11370,20,11447,
G5,800,19176,0.3,11304,9581,11067,387,11375,50,11470,
G5,800,19176,0.3,11304,9597,11060,387,11376,100,11472,
G5,800,19176,0.3,11304,9585,11060,388,11373,500,11495,
G5,800,19176,0.3,11304,9588,11064,386,11374,1000,11511,
G5,800,19176,0.4,11304,9600,11104,364,11377,20,11431,
G5,800,19176,0.4,11304,9593,11110,375,11376,50,11478,
G5,800,19176,0.4,11304,9600,11103,378,11378,100,11481,
G5,800,19176,0.4,11304,9589,11104,376,11374,500,11509,
G5,800,19176,0.4,11304,9590,11101,379,11377,1000,11538,
G5,800,19176,0.5,11304,9584,11149,360,11383,20,11486,
