G1,800,19176,0,11245,9571,11031,389,11359,20,11437,12078
G1,800,19176,0,11245,9579,11018,396,11369,50,11449,12078
G1,800,19176,0,11245,9600,11025,394,11368,100,11481,12078
G1,800,19176,0,11245,9590,11020,397,11366,500,11503,12078
G1,800,19176,0,11245,9587,11021,397,11365,1000,11473,12078
G1,800,19176,0.1,11245,9579,11027,385,11359,20,11460,12078
G1,800,19176,0.1,11245,9615,11023,391,11363,50,11445,12078
G1,800,19176,0.1,11245,9596,11025,393,11367,100,11462,12078
G1,800,19176,0.1,11245,9587,11026,394,11363,500,11484,12078
G1,800,19176,0.1,11245,9588,11024,396,11365,1000,11482,12078
G1,800,19176,0.2,11245,9593,11032,384,11354,20,11460,12078
G1,800,19176,0.2,11245,9591,11026,392,11366,50,11447,12078
G1,800,19176,0.2,11245,9588,11036,391,11365,100,11479,12078
G1,800,19176,0.2,11245,9591,11033,394,11366,500,11474,12078
G1,800,19176,0.2,11245,9585,11031,394,11366,1000,11504,12078
G1,800,19176,0.3,11245,9578,11073,375,11366,20,11453,12078
G1,800,19176,0.3,11245,9587,11061,390,11375,50,11480,12078
G1,800,19176,0.3,11245,9601,11056,389,11370,100,11494,12078
G1,800,19176,0.3,11245,9591,11056,389,11368,500,11487,12078
G1,800,19176,0.3,11245,9586,11056,390,11367,1000,11529,12078
G1,800,19176,0.4,11245,9576,11084,371,11368,20,11484,12078
G1,800,19176,0.4,11245,9597,11099,374,11372,50,11443,12078
G1,800,19176,0.4,11245,9586,11095,380,11371,100,11455,12078
G1,800,19176,0.4,11245,9585,11100,381,11370,500,11491,12078
G1,800,19176,0.4,11245,9585,11096,382,11370,1000,11485,12078
G1,800,19176,0.5,11245,9599,11134,361,11370,20,11445,12078
G1,800,19176,0.5,11245,9611,11146,367,11376,50,11468,12078
G1,800,19176,0.5,11245,9577,11145,373,11376,100,11473,12078
G1,800,19176,0.5,11245,9587,11146,372,11373,500,11489,12078
G1,800,19176,0.5,11245,9587,11147,372,11373,1000,11496,12078
G1,800,19176,0.6,11245,9582,11184,355,11366,20,11424,12078
G1,800,19176,0.6,11245,9590,11196,363,11377,50,11459,12078
G1,800,19176,0.6,11245,9603,11188,357,11376,100,11484,12078
G1,800,19176,0.6,11245,9586,11191,363,11379,500,11483,12078
G1,800,19176,0.6,11245,9585,11193,363,11377,1000,11503,12078
G1,800,19176,0.7,11245,9616,11211,346,11376,20,11481,12078
G1,800,19176,0.7,11245,9603,11215,355,11379,50,11480,12078
G1,800,19176,0.7,11245,9580,11221,359,11382,100,11465,12078
G1,800,19176,0.7,11245,9588,11222,359,11382,500,11514,12078
G1,800,19176,0.7,11245,9585,11222,359,11381,1000,11501,12078
G1,800,19176,0.8,11245,9575,11238,346,11384,20,11462,12078
G1,800,19176,0.8,11245,9581,11243,350,11382,50,11461,12078
G1,800,19176,0.8,11245,9589,11237,356,11384,100,11486,12078
G1,800,19176,0.8,11245,9588,11242,354,11385,500,11509,12078
G1,800,19176,0.8,11245,9587,11240,356,11385,1000,11515,12078
G1,800,19176,0.9,11245,9595,11262,345,11382,20,11463,12078
G1,800,19176,0.9,11245,9577,11262,348,11381,50,11481,12078
G1,800,19176,0.9,11245,9590,11258,350,11388,100,11479,12078
G1,800,19176,0.9,11245,9586,11256,352,11385,500,11492,12078
G1,800,19176,0.9,11245,9588,11255,351,11384,1000,11505,12078
G1,800,19176,1,11245,9602,11246,336,11374,20,11488,12078
G1,800,19176,1,11245,9610,11262,339,11380,50,11497,12078
G1,800,19176,1,11245,9581,11267,351,11389,100,11499,12078
G1,800,19176,1,11245,9588,11261,350,11386,500,11509,12078
G1,800,19176,1,11245,9589,11262,350,11384,1000,11517,12078
