G13,800,1600,0,416,17,419,99,445,20,480,645
G13,800,1600,0,416,12,419,102,447,50,480,645
G13,800,1600,0,416,15,417,103,448,100,478,645
G13,800,1600,0,416,18,418,102,447,500,486,645
G13,800,1600,0,416,16,418,103,447,1000,490,645
G13,800,1600,0.1,416,14,413,101,445,20,470,645
G13,800,1600,0.1,416,18,422,101,448,50,492,645
G13,800,1600,0.1,416,16,418,102,446,100,476,645
G13,800,1600,0.1,416,17,418,102,447,500,496,645
G13,800,1600,0.1,416,15,418,103,447,1000,492,645
G13,800,1600,0.2,416,18,415,100,447,20,472,645
G13,800,1600,0.2,416,20,417,101,447,50,474,645
G13,800,1600,0.2,416,20,418,101,447,100,480,645
G13,800,1600,0.2,416,17,418,103,447,500,488,645
G13,800,1600,0.2,416,17,418,102,447,1000,492,645
G13,800,1600,0.3,416,14,423,100,449,20,472,645
G13,800,1600,0.3,416,18,420,100,447,50,482,645
G13,800,1600,0.3,416,20,419,101,448,100,482,645
G13,800,1600,0.3,416,16,418,103,447,500,490,645
G13,800,1600,0.3,416,16,420,103,448,1000,496,645
G13,800,1600,0.4,416,10,423,100,448,20,478,645
G13,800,1600,0.4,416,9,424,103,448,50,480,645
G13,800,1600,0.4,416,16,424,101,449,100,486,645
G13,800,1600,0.4,416,17,423,102,448,500,490,645
G13,800,1600,0.4,416,16,422,102,448,1000,488,645
G13,800,1600,0.5,416,12,434,99,453,20,486,645
G13,800,1600,0.5,416,12,432,102,452,50,494,645
G13,800,1600,0.5,416,16,431,101,451,100,490,645
G13,800,1600,0.5,416,17,433,101,451,500,502,645
G13,800,1600,0.5,416,16,431,101,451,1000,498,645
G13,800,1600,0.6,416,11,461,97,461,20,502,645
G13,800,1600,0.6,416,14,461,98,460,50,514,645
G13,800,1600,0.6,416,18,460,97,459,100,504,645
G13,800,1600,0.6,416,16,460,99,460,500,516,645
G13,800,1600,0.6,416,16,460,99,459,1000,522,645
G13,800,1600,0.7,416,20,484,93,466,20,516,645
G13,800,1600,0.7,416,16,484,96,468,50,516,645
G13,800,1600,0.7,416,17,483,97,469,100,516,645
G13,800,1600,0.7,416,18,483,96,467,500,528,645
G13,800,1600,0.7,416,18,482,97,468,1000,524,645
G13,800,1600,0.8,416,18,489,94,470,20,520,645
G13,800,1600,0.8,416,19,489,95,470,50,518,645
G13,800,1600,0.8,416,16,489,96,470,100,528,645
G13,800,1600,0.8,416,16,489,97,470,500,528,645
G13,800,1600,0.8,416,15,488,97,470,1000,528,645
G13,800,1600,0.9,416,14,498,94,473,20,524,645
G13,800,1600,0.9,416,18,495,95,473,50,522,645
G13,800,1600,0.9,416,15,496,96,473,100,524,645
G13,800,1600,0.9,416,17,495,96,472,500,530,645
G13,800,1600,0.9,416,17,495,96,472,1000,534,645
G13,800,1600,1,416,23,494,93,474,20,518,645
G13,800,1600,1,416,18,494,94,471,50,522,645
G13,800,1600,1,416,20,496,95,472,100,526,645
G13,800,1600,1,416,16,495,96,473,500,530,645
G13,800,1600,1,416,17,495,96,472,1000,538,645
