G32,0,1025,13,1018,246,1080,20,1150,1560
G32,0,1025,10,1015,249,1077,50,1150,1560
G32,0,1025,5,1017,253,1081,100,1150,1560
G32,0,1025,11,1014,253,1080,500,1154,1560
G32,0,1025,10,1015,253,1078,1000,1156,1560
G32,0.1,1025,15,1021,243,1079,20,1150,1560
G32,0.1,1025,10,1017,249,1078,50,1150,1560
G32,0.1,1025,5,1015,252,1078,100,1150,1560
G32,0.1,1025,9,1015,252,1079,500,1150,1560
G32,0.1,1025,11,1015,252,1079,1000,1150,1560
G32,0.2,1025,13,1017,244,1081,20,1150,1560
G32,0.2,1025,0,1019,253,1082,50,1150,1560
G32,0.2,1025,8,1014,251,1078,100,1150,1560
G32,0.2,1025,11,1015,252,1078,500,1170,1560
G32,0.2,1025,11,1016,253,1079,1000,1160,1560
G32,0.3,1025,13,1023,245,1084,20,1150,1560
G32,0.3,1025,10,1019,249,1078,50,1150,1560
G32,0.3,1025,13,1016,251,1080,100,1150,1560
G32,0.3,1025,9,1016,253,1079,500,1150,1560
G32,0.3,1025,11,1017,252,1080,1000,1150,1560
G32,0.4,1025,10,1019,245,1080,20,1150,1560
G32,0.4,1025,16,1023,248,1083,50,1150,1560
G32,0.4,1025,11,1028,251,1084,100,1150,1560
G32,0.4,1025,9,1025,252,1082,500,1172,1560
G32,0.4,1025,11,1025,251,1081,1000,1158,1560
G32,0.5,1025,13,1041,243,1087,20,1150,1560
G32,0.5,1025,9,1044,248,1087,50,1168,1560
G32,0.5,1025,10,1044,248,1085,100,1184,1560
G32,0.5,1025,11,1045,248,1086,500,1186,1560
G32,0.5,1025,8,1046,249,1087,1000,1184,1560
G32,0.6,1025,20,1125,234,1113,20,1198,1560
G32,0.6,1025,10,1126,239,1110,50,1204,1560
G32,0.6,1025,15,1124,240,1111,100,1198,1560
G32,0.6,1025,11,1125,242,1111,500,1212,1560
G32,0.6,1025,12,1125,241,1111,1000,1216,1560
G32,0.7,1025,14,1170,232,1127,20,1222,1560
G32,0.7,1025,14,1172,236,1129,50,1242,1560
G32,0.7,1025,10,1171,238,1128,100,1234,1560
G32,0.7,1025,12,1173,239,1130,500,1238,1560
G32,0.7,1025,9,1172,239,1128,1000,1242,1560
G32,0.8,1025,11,1173,235,1131,20,1228,1560
G32,0.8,1025,19,1177,234,1130,50,1224,1560
G32,0.8,1025,13,1172,236,1127,100,1232,1560
G32,0.8,1025,10,1174,239,1130,500,1242,1560
G32,0.8,1025,10,1173,239,1129,1000,1244,1560
G32,0.9,1025,11,1191,232,1133,20,1238,1560
G32,0.9,1025,5,1193,236,1136,50,1254,1560
G32,0.9,1025,9,1193,236,1137,100,1240,1560
G32,0.9,1025,10,1193,237,1137,500,1264,1560
G32,0.9,1025,12,1193,237,1136,1000,1270,1560
G32,1,1025,23,1189,228,1134,20,1242,1560
G32,1,1025,12,1192,234,1134,50,1240,1560
G32,1,1025,9,1194,236,1136,100,1250,1560
G32,1,1025,10,1192,237,1136,500,1252,1560
G32,1,1025,11,1192,237,1136,1000,1264,1560
