G23,0,12043,10012,12360,672,12809,20,12908,14129
G23,0,12043,9985,12357,685,12811,50,12921,14129
G23,0,12043,9997,12350,691,12811,100,12934,14129
G23,0,12043,9994,12350,692,12812,500,12948,14129
G23,0,12043,9996,12356,692,12815,1000,12965,14129
G23,0.1,12043,10007,12379,670,12819,20,12906,14129
G23,0.1,12043,10005,12385,674,12812,50,12916,14129
G23,0.1,12043,9994,12382,683,12816,100,12913,14129
G23,0.1,12043,9995,12385,687,12818,500,12942,14129
G23,0.1,12043,9993,12388,686,12819,1000,12945,14129
G23,0.2,12043,9987,12421,669,12825,20,12935,14129
G23,0.2,12043,10013,12422,674,12820,50,12974,14129
G23,0.2,12043,9991,12429,675,12824,100,12954,14129
G23,0.2,12043,10001,12426,679,12826,500,12962,14129
G23,0.2,12043,9994,12428,678,12825,1000,12958,14129
G23,0.3,12043,9986,12520,649,12824,20,12956,14129
G23,0.3,12043,9979,12519,659,12832,50,12966,14129
G23,0.3,12043,9997,12530,655,12840,100,12972,14129
G23,0.3,12043,9988,12526,660,12839,500,13010,14129
G23,0.3,12043,9993,12528,660,12839,1000,13002,14129
G23,0.4,12043,10016,12614,617,12844,20,12933,14129
G23,0.4,12043,9994,12607,639,12849,50,12981,14129
G23,0.4,12043,9992,12603,642,12846,100,12985,14129
G23,0.4,12043,9999,12611,644,12850,500,12999,14129
G23,0.4,12043,9995,12611,645,12850,1000,13005,14129
G23,0.5,12043,9960,12660,633,12861,20,12990,14129
G23,0.5,12043,9983,12666,628,12850,50,12998,14129
G23,0.5,12043,9993,12669,628,12854,100,12995,14129
G23,0.5,12043,9994,12669,636,12861,500,13002,14129
G23,0.5,12043,9991,12673,634,12862,1000,13041,14129
G23,0.6,12043,10002,12724,612,12864,20,12999,14129
G23,0.6,12043,9987,12721,627,12870,50,13032,14129
G23,0.6,12043,9992,12721,625,12869,100,13023,14129
G23,0.6,12043,9997,12728,624,12874,500,13078,14129
G23,0.6,12043,9995,12725,627,12872,1000,13047,14129
G23,0.7,12043,9995,12753,598,12857,20,12991,14129
G23,0.7,12043,9984,12757,619,12881,50,13029,14129
G23,0.7,12043,9990,12751,619,12870,100,13042,14129
G23,0.7,12043,9995,12758,620,12878,500,13030,14129
G23,0.7,12043,9995,12758,620,12878,1000,13060,14129
G23,0.8,12043,9964,12776,611,12870,20,13015,14129
G23,0.8,12043,10001,12779,605,12872,50,13012,14129
G23,0.8,12043,9991,12784,613,12878,100,13048,14129
G23,0.8,12043,10000,12783,615,12882,500,13066,14129
G23,0.8,12043,9994,12783,614,12880,1000,13080,14129
G23,0.9,12043,10008,12802,595,12874,20,13011,14129
G23,0.9,12043,9998,12807,602,12882,50,13039,14129
G23,0.9,12043,9988,12798,611,12884,100,13074,14129
G23,0.9,12043,9994,12793,612,12881,500,13049,14129
G23,0.9,12043,9997,12798,612,12885,1000,13070,14129
G23,1,12043,9983,12796,592,12867,20,13004,14129
G23,1,12043,10008,12796,604,12880,50,13017,14129
G23,1,12043,9986,12801,609,12882,100,13035,14129
G23,1,12043,9993,12798,612,12885,500,13077,14129
G23,1,12043,9999,12798,611,12883,1000,13085,14129
