G49,0,6000,3013,4888,439,5055,20,6000,6000
G49,0,6000,2998,4901,450,5052,50,6000,6000
G49,0,6000,3001,4895,452,5044,100,6000,6000
G49,0,6000,2998,4900,455,5046,500,6000,6000
G49,0,6000,2998,4901,455,5044,1000,6000,6000
G49,0.1,6000,3004,6000,406,5519,20,6000,6000
G49,0.1,6000,2989,6000,414,5509,50,6000,6000
G49,0.1,6000,2997,6000,416,5506,100,6000,6000
G49,0.1,6000,2998,6000,418,5508,500,6000,6000
G49,0.1,6000,3001,6000,417,5505,1000,6000,6000
G49,0.2,6000,2996,6000,410,5522,20,6000,6000
G49,0.2,6000,3001,6000,414,5513,50,6000,6000
G49,0.2,6000,2994,6000,417,5509,100,6000,6000
G49,0.2,6000,3001,6000,417,5506,500,6000,6000
G49,0.2,6000,2999,6000,418,5506,1000,6000,6000
G49,0.3,6000,3003,6000,404,5512,20,6000,6000
G49,0.3,6000,2991,6000,414,5510,50,6000,6000
G49,0.3,6000,2989,6000,418,5509,100,6000,6000
G49,0.3,6000,2999,6000,417,5504,500,6000,6000
G49,0.3,6000,3001,6000,416,5505,1000,6000,6000
G49,0.4,6000,2993,6000,408,5521,20,6000,6000
G49,0.4,6000,3012,6000,411,5507,50,6000,6000
G49,0.4,6000,3000,6000,416,5507,100,6000,6000
G49,0.4,6000,2999,6000,417,5506,500,6000,6000
G49,0.4,6000,2999,6000,417,5505,1000,6000,6000
G49,0.5,6000,2992,6000,410,5517,20,6000,6000
G49,0.5,6000,3002,6000,413,5511,50,6000,6000
G49,0.5,6000,2994,6000,419,5512,100,6000,6000
G49,0.5,6000,2999,6000,416,5504,500,6000,6000
G49,0.5,6000,3000,6000,417,5505,1000,6000,6000
G49,0.6,6000,2996,6000,410,5519,20,6000,6000
G49,0.6,6000,2994,6000,412,5508,50,6000,6000
G49,0.6,6000,3007,6000,412,5505,100,6000,6000
G49,0.6,6000,2998,6000,417,5506,500,6000,6000
G49,0.6,6000,2997,6000,418,5506,1000,6000,6000
G49,0.7,6000,2984,6000,410,5516,20,6000,6000
G49,0.7,6000,3008,6000,413,5510,50,6000,6000
G49,0.7,6000,3002,6000,413,5504,100,6000,6000
G49,0.7,6000,2999,6000,417,5506,500,6000,6000
G49,0.7,6000,3000,6000,417,5504,1000,6000,6000
G49,0.8,6000,3015,6000,404,5520,20,6000,6000
G49,0.8,6000,3008,6000,410,5508,50,6000,6000
G49,0.8,6000,3002,6000,416,5510,100,6000,6000
G49,0.8,6000,2997,6000,417,5505,500,6000,6000
G49,0.8,6000,2999,6000,417,5506,1000,6000,6000
G49,0.9,6000,3008,6000,405,5515,20,6000,6000
G49,0.9,6000,3003,6000,411,5507,50,6000,6000
G49,0.9,6000,2998,6000,416,5510,100,6000,6000
G49,0.9,6000,2999,6000,417,5506,500,6000,6000
G49,0.9,6000,2998,6000,418,5505,1000,6000,6000
G49,1,6000,3002,6000,407,5515,20,6000,6000
G49,1,6000,3004,6000,413,5516,50,6000,6000
G49,1,6000,2999,6000,415,5508,100,6000,6000
G49,1,6000,2999,6000,417,5504,500,6000,6000
G49,1,6000,2998,6000,417,5506,1000,6000,6000
