G45,0,6081,4979,6169,340,6389,20,6442,7020
G45,0,6081,4991,6173,340,6393,50,6466,7020
G45,0,6081,4993,6172,340,6394,100,6469,7020
G45,0,6081,4995,6174,343,6394,500,6511,7020
G45,0,6081,4996,6168,344,6394,1000,6504,7020
G45,0.1,6081,4985,6178,334,6394,20,6448,7020
G45,0.1,6081,4991,6184,335,6396,50,6486,7020
G45,0.1,6081,4990,6180,341,6397,100,6486,7020
G45,0.1,6081,4997,6184,341,6398,500,6483,7020
G45,0.1,6081,4995,6184,342,6398,1000,6493,7020
G45,0.2,6081,4983,6204,331,6400,20,6480,7020
G45,0.2,6081,4992,6201,334,6398,50,6474,7020
G45,0.2,6081,4985,6199,341,6401,100,6491,7020
G45,0.2,6081,4994,6200,338,6399,500,6480,7020
G45,0.2,6081,4995,6199,338,6399,1000,6512,7020
G45,0.3,6081,4983,6243,324,6396,20,6457,7020
G45,0.3,6081,5000,6239,327,6402,50,6472,7020
G45,0.3,6081,4991,6245,330,6402,100,6485,7020
G45,0.3,6081,4994,6243,330,6405,500,6509,7020
G45,0.3,6081,4994,6242,331,6405,1000,6495,7020
G45,0.4,6081,4997,6282,318,6409,20,6493,7020
G45,0.4,6081,4995,6288,321,6414,50,6486,7020
G45,0.4,6081,4996,6282,319,6406,100,6490,7020
G45,0.4,6081,4993,6280,323,6411,500,6527,7020
G45,0.4,6081,4995,6282,323,6411,1000,6519,7020
G45,0.5,6081,4988,6314,316,6417,20,6494,7020
G45,0.5,6081,5002,6315,314,6416,50,6482,7020
G45,0.5,6081,5001,6313,314,6415,100,6507,7020
G45,0.5,6081,4992,6312,317,6415,500,6516,7020
G45,0.5,6081,4995,6312,317,6415,1000,6538,7020
G45,0.6,6081,4979,6341,310,6419,20,6498,7020
G45,0.6,6081,4996,6345,305,6416,50,6506,7020
G45,0.6,6081,4997,6340,311,6420,100,6504,7020
G45,0.6,6081,4991,6343,312,6420,500,6561,7020
G45,0.6,6081,4992,6342,313,6422,1000,6526,7020
G45,0.7,6081,4992,6364,310,6426,20,6489,7020
G45,0.7,6081,5001,6363,302,6422,50,6499,7020
G45,0.7,6081,4999,6359,307,6423,100,6516,7020
G45,0.7,6081,4993,6359,309,6425,500,6522,7020
G45,0.7,6081,4995,6363,309,6426,1000,6554,7020
G45,0.8,6081,4980,6367,304,6421,20,6499,7020
G45,0.8,6081,4985,6367,303,6423,50,6516,7020
G45,0.8,6081,4999,6373,303,6426,100,6515,7020
G45,0.8,6081,4994,6375,308,6428,500,6540,7020
G45,0.8,6081,4994,6374,307,6427,1000,6535,7020
G45,0.9,6081,4999,6379,296,6423,20,6525,7020
G45,0.9,6081,4992,6380,302,6427,50,6525,7020
G45,0.9,6081,4990,6382,305,6429,100,6532,7020
G45,0.9,6081,4991,6384,306,6429,500,6537,7020
G45,0.9,6081,4995,6383,306,6429,1000,6552,7020
G45,1,6081,4997,6385,299,6430,20,6503,7020
G45,1,6081,4996,6383,300,6427,50,6515,7020
G45,1,6081,4995,6385,302,6425,100,6523,7020
G45,1,6081,4997,6384,305,6429,500,6535,7020
G45,1,6081,4993,6385,305,6429,1000,6559,7020
