G3,0,11005,9587,11034,384,11358,20,11425,12077
G3,0,11005,9597,11031,384,11366,50,11439,12077
G3,0,11005,9578,11020,395,11363,100,11480,12077
G3,0,11005,9592,11020,392,11361,500,11473,12077
G3,0,11005,9587,11019,394,11362,1000,11492,12077
G3,0.1,11005,9579,11036,385,11368,20,11461,12077
G3,0.1,11005,9584,11020,390,11365,50,11448,12077
G3,0.1,11005,9598,11026,388,11361,100,11453,12077
G3,0.1,11005,9586,11027,391,11364,500,11505,12077
G3,0.1,11005,9583,11025,393,11362,1000,11511,12077
G3,0.2,11005,9602,11024,383,11371,20,11456,12077
G3,0.2,11005,9583,11030,387,11360,50,11456,12077
G3,0.2,11005,9581,11024,390,11363,100,11461,12077
G3,0.2,11005,9590,11031,390,11363,500,11486,12077
G3,0.2,11005,9591,11032,391,11363,1000,11480,12077
G3,0.3,11005,9569,11047,371,11352,20,11440,12077
G3,0.3,11005,9589,11065,381,11364,50,11463,12077
G3,0.3,11005,9584,11059,388,11365,100,11478,12077
G3,0.3,11005,9586,11058,386,11365,500,11508,12077
G3,0.3,11005,9585,11059,386,11365,1000,11488,12077
G3,0.4,11005,9574,11098,370,11363,20,11411,12077
G3,0.4,11005,9584,11105,376,11370,50,11482,12077
G3,0.4,11005,9579,11099,377,11367,100,11482,12077
G3,0.4,11005,9589,11099,377,11367,500,11498,12077
G3,0.4,11005,9587,11101,377,11367,1000,11496,12077
G3,0.5,11005,9568,11156,358,11362,20,11471,12077
G3,0.5,11005,9577,11150,367,11370,50,11466,12077
G3,0.5,11005,9607,11148,365,11372,100,11502,12077
G3,0.5,11005,9585,11149,369,11373,500,11492,12077
G3,0.5,11005,9589,11148,367,11370,1000,11508,12077
G3,0.6,11005,9603,11200,348,11373,20,11478,12077
G3,0.6,11005,9587,11191,358,11376,50,11490,12077
G3,0.6,11005,9579,11195,359,11375,100,11478,12077
G3,0.6,11005,9587,11197,360,11379,500,11505,12077
G3,0.6,11005,9586,11196,361,11376,1000,11510,12077
G3,0.7,11005,9589,11221,344,11385,20,11474,12077
G3,0.7,11005,9584,11217,356,11382,50,11465,12077
G3,0.7,11005,9594,11221,351,11381,100,11499,12077
G3,0.7,11005,9587,11225,355,11382,500,11490,12077
G3,0.7,11005,9592,11223,354,11379,1000,11507,12077
G3,0.8,11005,9564,11235,341,11372,20,11438,12077
G3,0.8,11005,9597,11242,346,11381,50,11470,12077
G3,0.8,11005,9585,11244,348,11378,100,11504,12077
G3,0.8,11005,9590,11242,351,11383,500,11520,12077
G3,0.8,11005,9588,11246,351,11383,1000,11499,12077
G3,0.9,11005,9607,11248,343,11385,20,11485,12077
G3,0.9,11005,9574,11269,346,11386,50,11480,12077
G3,0.9,11005,9588,11264,345,11383,100,11475,12077
G3,0.9,11005,9589,11259,350,11386,500,11515,12077
G3,0.9,11005,9585,11259,350,11385,1000,11518,12077
G3,1,11005,9599,11249,331,11367,20,11449,12077
G3,1,11005,9581,11268,351,11387,50,11484,12077
G3,1,11005,9591,11271,344,11387,100,11497,12077
G3,1,11005,9588,11265,345,11385,500,11502,12077
G3,1,11005,9589,11266,347,11384,1000,11533,12077
